"GPOName";"SettingCategory";"SettingPath";"SettingName";"SettingStatus";"Type";"Statement";"Value"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Allow network unlock at startup";"Enabled";;;
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Allow Secure Boot for integrity validation";"Enabled";;;
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"Checkbox";"Allow data recovery agent";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"Checkbox";"Omit recovery options from the BitLocker setup wizard";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"Checkbox";"Save BitLocker recovery information to AD DS for operating system drives";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"Checkbox";"Do not enable BitLocker until recovery information is stored to AD DS for operating system drives";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"DropDownList";"Configure user storage of BitLocker recovery information:";"Require 48-digit recovery password"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"DropDownList";"Configure user storage of BitLocker recovery information:";"Allow 256-bit recovery key"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Choose how BitLocker-protected operating system drives can be recovered";"Enabled";"DropDownList";"Configure storage of BitLocker recovery information to AD DS:";"Store recovery passwords and key packages"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure minimum PIN length for startup";"Enabled";"Numeric";;
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 0: Core Root of Trust of Measurement (CRTM), BIOS, and Platform Extensions";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 1: Platform and Motherboard Configuration and Data";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 2: Option ROM Code";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 3: Option ROM Configuration and Data";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 4: Master Boot Record (MBR) Code";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 5: Master Boot Record (MBR) Partition Table";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 6: State Transition and Wake Events";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 7: Computer Manufacturer-Specific";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 8: NTFS Boot Sector";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 9: NTFS Boot Block";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 10: Boot Manager";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 11: BitLocker Access Control";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 12: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 13: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 14: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 15: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 16: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 17: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 18: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 19: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 20: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 21: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 22: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for BIOS-based firmware configurations";"Enabled";"Checkbox";"PCR 23: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 0: Core System Firmware executable code";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 1: Core System Firmware data";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 2: Extended or pluggable executable code";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 3: Extended or pluggable firmware data";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 4: Boot Manager";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 5: GPT / Partition Table";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 6: Resume from S4 and S5 Power State Events";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 7: Secure Boot State";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 8: Initialized to 0 with no Extends (reserved for future use)";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 9: Initialized to 0 with no Extends (reserved for future use)";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 10: Initialized to 0 with no Extends (reserved for future use)";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 11: BitLocker Access Control";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 12: Data events and highly volatile events";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 13: Boot Module Details";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 14: Boot Authorities";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 15: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 16: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 17: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 18: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 19: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 20: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 21: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 22: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 23: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Enforce drive encryption type on operating system drives";"Enabled";"DropDownList";"Select the encryption type:";"Used Space Only encryption"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"Checkbox";"Allow BitLocker without a compatible TPM (requires a password or a startup key on a USB flash drive)";"Enabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup:";"Do not allow TPM"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup PIN:";"Require startup PIN with TPM"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup key:";"Do not allow startup key with TPM"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup key and PIN:";"Do not allow startup key and PIN with TPM"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Removable Data Drives";"Control use of BitLocker on removable drives";"Enabled";"Checkbox";"Allow users to apply BitLocker protection on removable data drives";"Disabled"
"HAD-Bitlocker-TpmPin-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Removable Data Drives";"Control use of BitLocker on removable drives";"Enabled";"Checkbox";"Allow users to suspend and decrypt BitLocker protection on removable data drives";"Disabled"
