"GPOName";"SettingCategory";"SettingPath";"SettingName";"SettingStatus";"Type";"Statement";"Value"
"HAD-Security-Logs";"Auditing";;"Audit Directory Service Access";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Directory Service Changes";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Directory Service Replication";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Account Lockout";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit User / Device Claims";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Group Membership";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit IPsec Extended Mode";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit IPsec Main Mode";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit IPsec Quick Mode";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Logoff";"Success";;;
"HAD-Security-Logs";"Auditing";;"Audit Logon";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Network Policy Server";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Other Logon/Logoff Events";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Special Logon";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Application Generated";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Certification Services";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Detailed File Share";"Success";;;
"HAD-Security-Logs";"Auditing";;"Audit File Share";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit File System";"Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Filtering Platform Connection";"Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Filtering Platform Packet Drop";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Handle Manipulation";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Kernel Object";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Other Object Access Events";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Registry";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Removable Storage";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit SAM";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Central Access Policy Staging";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Audit Policy Change";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Authentication Policy Change";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Authorization Policy Change";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Filtering Platform Policy Change";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit MPSSVC Rule-Level Policy Change";"Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Other Policy Change Events";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Non Sensitive Privilege Use";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Other Privilege Use Events";"No auditing";;;
"HAD-Security-Logs";"Auditing";;"Audit Sensitive Privilege Use";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit IPsec Driver";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Other System Events";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit Security State Change";"Success";;;
"HAD-Security-Logs";"Auditing";;"Audit Security System Extension";"Success & Failure";;;
"HAD-Security-Logs";"Auditing";;"Audit System Integrity";"Success & Failure";;;
"HAD-Security-Logs";"Administrative Templates";"System/Audit Process Creation";"Include command line in process creation events";"Disabled";;;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/Application";"Control Event Log behavior when the log file reaches its maximum size";"Disabled";;;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/Application";"Specify the maximum log file size (KB)";"Enabled";"Numeric";;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/Security";"Control Event Log behavior when the log file reaches its maximum size";"Disabled";;;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/Security";"Specify the maximum log file size (KB)";"Enabled";"Numeric";;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/Setup";"Control Event Log behavior when the log file reaches its maximum size";"Disabled";;;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/Setup";"Specify the maximum log file size (KB)";"Enabled";"Numeric";;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/System";"Control Event Log behavior when the log file reaches its maximum size";"Disabled";;;
"HAD-Security-Logs";"Administrative Templates";"Windows Components/Event Log Service/System";"Specify the maximum log file size (KB)";"Enabled";"Numeric";;
