"GPOName";"SettingCategory";"SettingPath";"SettingName";"SettingStatus";"Type";"Statement";"Value"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 19: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 20: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 21: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 22: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Configure TPM platform validation profile for native UEFI firmware configurations";"Enabled";"Checkbox";"PCR 23: Reserved for Future Use";"Disabled"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"Checkbox";"Allow BitLocker without a compatible TPM (requires a password or a startup key on a USB flash drive)";"Enabled"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup:";"Allow TPM"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup PIN:";"Do not allow startup PIN with TPM"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup key:";"Do not allow startup key with TPM"
"HAD-Bitlocker-TpmOnly-Win10-11";"Administrative Templates";"Windows Components/BitLocker Drive Encryption/Operating System Drives";"Require additional authentication at startup";"Enabled";"DropDownList";"Configure TPM startup key and PIN:";"Do not allow startup key and PIN with TPM"
